term_str,n,n_chars,p,s,i,h
kept,151,4,0.0002911174475747603,3435.0397350993376,11.746111072293294,0.0034194978742956546
faint,151,5,0.0002911174475747603,3435.0397350993376,11.746111072293294,0.0034194978742956546
large,151,5,0.0002911174475747603,3435.0397350993376,11.746111072293294,0.0034194978742956546
horrible,149,8,0.00028726158734198204,3481.1476510067114,11.765347291156212,0.003379732338487222
vague,148,5,0.0002853336572255929,3504.668918918919,11.775062445989423,0.0033598216317738973
cold,148,4,0.0002853336572255929,3504.668918918919,11.775062445989423,0.0033598216317738973
distant,148,7,0.0002853336572255929,3504.668918918919,11.775062445989423,0.0033598216317738973
frightful,147,9,0.00028340572710920377,3528.5102040816323,11.784843466782009,0.003339892131571505
mad,147,3,0.00028340572710920377,3528.5102040816323,11.784843466782009,0.003339892131571505
despite,147,7,0.00028340572710920377,3528.5102040816323,11.784843466782009,0.003339892131571505
ahead,147,5,0.00028340572710920377,3528.5102040816323,11.784843466782009,0.003339892131571505
several,146,7,0.0002814777969928146,3552.678082191781,11.794691252738357,0.003319943710031213
suddenly,145,8,0.00027954986687642544,3577.179310344828,11.80460672160344,0.0032999762375527987
name,145,4,0.00027954986687642544,3577.179310344828,11.80460672160344,0.0032999762375527987
o,145,1,0.00027954986687642544,3577.179310344828,11.80460672160344,0.0032999762375527987
hours,145,5,0.00027954986687642544,3577.179310344828,11.80460672160344,0.0032999762375527987
done,144,4,0.0002776219367600363,3602.0208333333335,11.81459081017606,0.0032799895827484047
wild,144,4,0.0002776219367600363,3602.0208333333335,11.81459081017606,0.0032799895827484047
steps,144,5,0.0002776219367600363,3602.0208333333335,11.81459081017606,0.0032799895827484047
shall,144,5,0.0002776219367600363,3602.0208333333335,11.81459081017606,0.0032799895827484047
your,144,4,0.0002776219367600363,3602.0208333333335,11.81459081017606,0.0032799895827484047
spoke,144,5,0.0002776219367600363,3602.0208333333335,11.81459081017606,0.0032799895827484047
rather,143,6,0.00027569400664364716,3627.2097902097903,11.824644474839983,0.0032599836124053002
mr,143,2,0.00027569400664364716,3627.2097902097903,11.824644474839983,0.0032599836124053002
stood,142,5,0.00027376607652725805,3652.7535211267605,11.834768692113691,0.0032399581914475946
appeared,142,8,0.00027376607652725805,3652.7535211267605,11.834768692113691,0.0032399581914475946
sense,141,5,0.0002718381464108689,3678.6595744680853,11.84496445921958,0.003219913182896871
lost,140,4,0.00026991021629447977,3704.935714285714,11.855232794673407,0.003199848447831709
age,140,3,0.00026991021629447977,3704.935714285714,11.855232794673407,0.003199848447831709
used,139,4,0.0002679822861780906,3731.589928057554,11.865574738894866,0.0031797638453460466
got,139,3,0.0002679822861780906,3731.589928057554,11.865574738894866,0.0031797638453460466
rose,138,4,0.0002660543560617015,3758.6304347826085,11.875991354840204,0.0031596592325063445
family,138,6,0.0002660543560617015,3758.6304347826085,11.875991354840204,0.0031596592325063445
amidst,137,6,0.00026412642594531233,3786.065693430657,11.886483728657847,0.0031395344643075068
hands,137,5,0.00026412642594531233,3786.065693430657,11.886483728657847,0.0031395344643075068
should,137,6,0.00026412642594531233,3786.065693430657,11.886483728657847,0.0031395344643075068
save,136,4,0.0002621984958289232,3813.9044117647054,11.897052970368033,0.0031193893936275214
road,134,4,0.0002583426355961449,3870.8283582089557,11.9184266211606,0.0030790377454698852
between,134,7,0.0002583426355961449,3870.8283582089557,11.9184266211606,0.0030790377454698852
read,134,4,0.0002583426355961449,3870.8283582089557,11.9184266211606,0.0030790377454698852
memory,133,6,0.0002564147054797558,3899.9323308270677,11.929233376117184,0.0030588308627363604
use,133,3,0.0002564147054797558,3899.9323308270677,11.929233376117184,0.0030588308627363604
words,132,5,0.0002544867753633666,3929.477272727273,11.94012169225992,0.003038603066909411
taken,132,5,0.0002544867753633666,3929.477272727273,11.94012169225992,0.003038603066909411
stars,131,5,0.0002525588452469775,3959.473282442748,11.951092810080922,0.003018354199553493
led,131,3,0.0002525588452469775,3959.473282442748,11.951092810080922,0.003018354199553493
wonder,131,6,0.0002525588452469775,3959.473282442748,11.951092810080922,0.003018354199553493
sleep,131,5,0.0002525588452469775,3959.473282442748,11.951092810080922,0.003018354199553493
grey,131,4,0.0002525588452469775,3959.473282442748,11.951092810080922,0.003018354199553493
finally,130,7,0.00025063091513058834,3989.9307692307693,11.962147998589918,0.002998084099814127
called,130,6,0.00025063091513058834,3989.9307692307693,11.962147998589918,0.002998084099814127
better,130,6,0.00025063091513058834,3989.9307692307693,11.962147998589918,0.002998084099814127
places,130,6,0.00025063091513058834,3989.9307692307693,11.962147998589918,0.002998084099814127
tales,130,5,0.00025063091513058834,3989.9307692307693,11.962147998589918,0.002998084099814127
houses,130,6,0.00025063091513058834,3989.9307692307693,11.962147998589918,0.002998084099814127
trees,129,5,0.0002487029850141992,4020.8604651162786,11.973288556195119,0.0029777926043620777
living,129,6,0.0002487029850141992,4020.8604651162786,11.973288556195119,0.0029777926043620777
evening,129,7,0.0002487029850141992,4020.8604651162786,11.973288556195119,0.0029777926043620777
youth,129,5,0.0002487029850141992,4020.8604651162786,11.973288556195119,0.0029777926043620777
rock,128,4,0.00024677505489781006,4052.2734375,11.984515811618373,0.0029574795473357967
river,128,5,0.00024677505489781006,4052.2734375,11.984515811618373,0.0029574795473357967
times,128,5,0.00024677505489781006,4052.2734375,11.984515811618373,0.0029574795473357967
terror,128,6,0.00024677505489781006,4052.2734375,11.984515811618373,0.0029574795473357967
line,127,4,0.00024484712478142095,4084.1811023622045,11.995831124846207,0.0029371447602820726
beings,126,6,0.00024291919466503178,4116.595238095238,12.007235888118457,0.0029167880720948032
rest,126,4,0.00024291919466503178,4116.595238095238,12.007235888118457,0.0029167880720948032
give,126,4,0.00024291919466503178,4116.595238095238,12.007235888118457,0.0029167880720948032
water,125,5,0.00024099126454864265,4149.528,12.018731526956287,0.0028964093089518346
greater,125,7,0.00024099126454864265,4149.528,12.018731526956287,0.0028964093089518346
sounds,124,6,0.0002390633344322535,4182.991935483871,12.030319501231498,0.0028760082942497667
green,123,5,0.00023713540431586437,4217.0,12.042001306279133,0.002855584848536669
race,123,4,0.00023713540431586437,4217.0,12.042001306279133,0.002855584848536669
noticed,123,7,0.00023713540431586437,4217.0,12.042001306279133,0.002855584848536669
madness,122,7,0.0002352074741994752,4251.565573770492,12.053778474055488,0.0028351387894425956
whom,122,4,0.0002352074741994752,4251.565573770492,12.053778474055488,0.0028351387894425956
sinister,120,8,0.00023135161396669693,4322.425,12.077625216009855,0.0027941780866087567
also,119,4,0.0002294236838503078,4358.747899159664,12.08969804831043,0.0027736630628812553
father,119,6,0.0002294236838503078,4358.747899159664,12.08969804831043,0.0027736630628812553
hear,118,4,0.00022749575373391865,4395.686440677966,12.101872762256532,0.0027531246656415298
present,118,7,0.00022749575373391865,4395.686440677966,12.101872762256532,0.0027531246656415298
whether,118,7,0.00022749575373391865,4395.686440677966,12.101872762256532,0.0027531246656415298
change,118,6,0.00022749575373391865,4395.686440677966,12.101872762256532,0.0027531246656415298
friend,118,6,0.00022749575373391865,4395.686440677966,12.101872762256532,0.0027531246656415298
early,118,5,0.00022749575373391865,4395.686440677966,12.101872762256532,0.0027531246656415298
doubt,117,5,0.00022556782361752951,4433.25641025641,12.11415109203497,0.0027325626968042467
followed,116,8,0.00022363989350114038,4471.474137931034,12.126534816490802,0.0027119769548978735
general,116,7,0.00022363989350114038,4471.474137931034,12.126534816490802,0.0027119769548978735
able,116,4,0.00022363989350114038,4471.474137931034,12.126534816490802,0.0027119769548978735
nearly,116,6,0.00022363989350114038,4471.474137931034,12.126534816490802,0.0027119769548978735
learned,116,7,0.00022363989350114038,4471.474137931034,12.126534816490802,0.0027119769548978735
secret,115,6,0.00022171196338475124,4510.356521739131,12.139025760673999,0.0026913672349771055
state,115,5,0.00022171196338475124,4510.356521739131,12.139025760673999,0.0026913672349771055
merely,114,6,0.0002197840332683621,4549.921052631578,12.151625797453631,0.002670733328532236
five,114,4,0.0002197840332683621,4549.921052631578,12.151625797453631,0.002670733328532236
put,114,3,0.0002197840332683621,4549.921052631578,12.151625797453631,0.002670733328532236
books,114,5,0.0002197840332683621,4549.921052631578,12.151625797453631,0.002670733328532236
narrow,114,6,0.0002197840332683621,4549.921052631578,12.151625797453631,0.002670733328532236
abyss,113,5,0.00021785610315197293,4590.185840707964,12.164336849203186,0.0026500750233953547
god,113,3,0.00021785610315197293,4590.185840707964,12.164336849203186,0.0026500750233953547
help,113,4,0.00021785610315197293,4590.185840707964,12.164336849203186,0.0026500750233953547
probably,113,8,0.00021785610315197293,4590.185840707964,12.164336849203186,0.0026500750233953547
soul,113,4,0.00021785610315197293,4590.185840707964,12.164336849203186,0.0026500750233953547
son,112,3,0.0002159281730355838,4631.169642857143,12.177160889560769,0.002629392103643221
year,112,4,0.0002159281730355838,4631.169642857143,12.177160889560769,0.002629392103643221
hidden,112,6,0.0002159281730355838,4631.169642857143,12.177160889560769,0.002629392103643221
ghouls,112,6,0.0002159281730355838,4631.169642857143,12.177160889560769,0.002629392103643221
south,111,5,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
dont,111,4,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
clear,111,5,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
late,111,4,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
passed,111,6,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
four,111,4,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
darkness,111,8,0.00021400024291919466,4672.891891891892,12.190099945268267,0.0026086843494966708
talk,110,4,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
either,110,6,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
heavy,110,5,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
mountain,110,8,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
wondered,110,8,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
red,110,3,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
poor,110,4,0.00021207231280280552,4715.372727272727,12.203156098093714,0.002587951537216394
wish,109,4,0.00021014438268641638,4758.633027522936,12.216331486841447,0.002567193438994927
mountains,109,9,0.00021014438268641638,4758.633027522936,12.216331486841447,0.002567193438994927
distance,108,8,0.00020821645257002724,4802.694444444444,12.229628309454904,0.0025464098228446795
streets,108,7,0.00020821645257002724,4802.694444444444,12.229628309454904,0.0025464098228446795
call,108,4,0.00020821645257002724,4802.694444444444,12.229628309454904,0.0025464098228446795
scene,107,5,0.0002062885224536381,4847.579439252337,12.243048825217226,0.0025256004524818114
village,107,7,0.0002062885224536381,4847.579439252337,12.243048825217226,0.0025256004524818114
silent,107,6,0.0002062885224536381,4847.579439252337,12.243048825217226,0.0025256004524818114
boy,107,3,0.0002062885224536381,4847.579439252337,12.243048825217226,0.0025256004524818114
ago,107,3,0.0002062885224536381,4847.579439252337,12.243048825217226,0.0025256004524818114
cannot,107,6,0.0002062885224536381,4847.579439252337,12.243048825217226,0.0025256004524818114
region,106,6,0.00020436059233724897,4893.311320754717,12.256595357055174,0.0025047650872057708
really,106,6,0.00020436059233724897,4893.311320754717,12.256595357055174,0.0025047650872057708
object,106,6,0.00020436059233724897,4893.311320754717,12.256595357055174,0.0025047650872057708
visible,105,7,0.00020243266222085983,4939.914285714285,12.270270293952251,0.0024839034817742867
elder,105,5,0.00020243266222085983,4939.914285714285,12.270270293952251,0.0024839034817742867
sent,105,4,0.00020243266222085983,4939.914285714285,12.270270293952251,0.0024839034817742867
view,105,4,0.00020243266222085983,4939.914285714285,12.270270293952251,0.0024839034817742867
fresh,104,5,0.00020050473210447066,4987.413461538462,12.284076093477282,0.002463015386273595
opened,104,6,0.00020050473210447066,4987.413461538462,12.284076093477282,0.002463015386273595
return,104,6,0.00020050473210447066,4987.413461538462,12.284076093477282,0.002463015386273595
length,104,6,0.00020050473210447066,4987.413461538462,12.284076093477282,0.002463015386273595
marsh,104,5,0.00020050473210447066,4987.413461538462,12.284076093477282,0.002463015386273595
hour,103,4,0.00019857680198808153,5035.834951456311,12.298015284435156,0.00244210054598368
formed,103,6,0.00019857680198808153,5035.834951456311,12.298015284435156,0.00244210054598368
dogs,102,4,0.0001966488718716924,5085.205882352941,12.312090469646877,0.0024211587012382737
twilight,101,8,0.00019472094175530325,5135.554455445545,12.326304328866579,0.0024001895872793715
knowledge,101,9,0.00019472094175530325,5135.554455445545,12.326304328866579,0.0024001895872793715
doctor,100,6,0.0001927930116389141,5186.91,12.340659621843649,0.00237919293410598
peculiar,100,8,0.0001927930116389141,5186.91,12.340659621843649,0.00237919293410598
real,99,4,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
ruins,99,5,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
key,99,3,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
lake,99,4,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
reason,99,6,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
parts,99,5,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
sought,99,6,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
party,99,5,0.00019086508152252497,5239.30303030303,12.355159191538764,0.00235816846631682
become,98,6,0.00018893715140613584,5292.765306122449,12.369805967503165,0.0023371159029466682
